,y_yes
29316,0
25411,0
22200,0
35063,0
373,0
14391,0
32538,0
6363,0
39886,0
35143,1
9680,0
4076,0
15271,0
13324,0
6962,0
38157,0
1412,0
34742,0
21536,0
11225,0
32849,0
5530,0
35706,0
36891,1
26358,0
14290,0
12647,0
22340,0
3206,0
23393,0
4870,0
33515,1
7758,0
40720,1
39865,0
14639,1
15385,0
19584,0
33933,0
20184,0
6620,0
27568,0
6447,0
21884,0
36710,0
37444,0
38562,1
21447,0
8139,0
6859,0
32616,0
37057,0
27753,1
7631,0
20582,0
38799,1
34853,0
23092,0
19124,0
17131,0
18519,0
12656,0
40347,1
11693,0
38672,0
11700,0
9864,0
36677,1
3973,0
39201,0
23318,0
14229,0
17911,0
20527,0
28237,0
36799,1
22948,0
11311,0
23712,0
25210,0
8479,0
16147,0
8161,0
27802,1
16657,0
3820,0
34551,0
23960,0
25162,0
8445,0
28185,0
37248,0
22345,0
7355,0
1378,0
18661,0
24857,0
10756,0
1160,0
7848,0
27067,0
5196,0
14820,0
39346,0
30890,0
20250,0
14905,0
28462,0
10708,0
32370,0
20802,0
18091,0
9998,1
39069,1
25904,0
8364,0
34647,0
13617,0
30486,0
33853,0
6167,0
30547,0
16935,0
20816,0
15530,0
12325,0
26280,0
14579,0
19778,0
1478,0
1064,0
34960,0
12797,0
16678,0
31611,0
24395,0
38982,0
30478,0
9723,0
10747,0
34461,0
17615,0
26177,0
4493,0
19806,0
14715,0
7998,0
22708,0
14776,0
10033,0
31409,0
837,0
32294,0
28117,0
21147,1
34674,0
25035,0
2862,0
15222,0
8301,0
4744,0
40714,1
22793,0
32390,0
26418,0
12440,0
1335,0
34521,0
19926,1
11781,0
23582,0
26691,0
24189,0
36240,1
5799,0
14489,0
13847,0
35249,0
1015,0
21281,0
30953,0
15609,0
37660,0
16008,0
32285,0
2731,0
30239,0
32712,0
36034,1
39289,1
8698,0
32644,0
15562,0
30708,0
11109,0
16030,0
318,0
25204,0
8508,0
36547,1
29658,0
40758,1
29792,0
22219,0
16165,1
13366,0
6575,0
33303,0
21313,0
1509,0
13808,0
31379,0
38529,1
6476,0
15676,0
16838,0
30075,0
38332,0
6053,0
23715,0
40698,0
28821,0
16042,0
5155,0
3483,0
10447,0
8068,0
15500,1
28183,0
38836,0
11521,0
30220,1
16731,0
40292,1
10016,0
12407,0
20790,0
40919,0
10896,0
19185,1
8556,0
34946,0
26142,0
40588,0
5512,0
40679,1
27879,0
30964,0
20106,0
6226,0
270,0
28187,0
35001,0
22844,0
4370,0
27642,0
19966,0
26735,0
34779,0
18932,0
1210,0
17524,0
25859,0
18278,0
39293,0
2205,0
22832,0
36560,1
29487,0
40401,1
29340,0
26286,0
3477,0
4978,0
26752,0
1486,0
29234,0
19523,0
25494,0
1270,0
35220,0
11605,0
19088,0
22915,0
17111,0
10971,0
11354,0
3515,0
38811,1
29106,0
646,0
31445,0
19004,0
36339,0
28472,0
12643,0
25321,0
17445,0
14908,0
16001,0
22068,0
9321,0
41066,0
4612,0
3829,0
24803,0
37752,1
320,0
36523,0
14730,0
19297,0
23459,0
15068,0
35549,0
30831,0
14022,0
30864,0
16801,0
15340,0
4045,0
15174,0
19389,0
31771,0
26374,0
7315,0
39232,1
4755,0
13431,1
25844,0
10721,0
7083,0
9955,0
16267,0
11453,0
4402,0
34054,0
22799,0
21980,0
4933,0
20370,0
36751,0
21382,0
39474,1
25696,0
4422,0
21434,0
19662,0
29594,0
25448,0
15597,0
15172,0
34478,0
17033,0
25792,0
22816,0
37788,1
29290,0
38842,0
22365,0
33501,0
6139,0
25682,0
1804,0
33345,0
14270,0
19374,0
21970,0
16717,0
35718,0
25475,0
3952,0
4968,0
9813,0
6894,0
39444,1
40921,0
17206,0
17179,0
7500,0
22031,0
13719,0
4529,0
39740,1
30493,1
4042,0
37188,0
8379,0
1037,0
4704,0
19021,0
39543,0
35950,0
24725,0
36909,1
31304,0
22202,0
35749,0
16668,0
39352,1
6153,0
27101,1
34390,0
16736,0
2494,0
25264,0
23421,0
35633,0
3693,1
36761,0
24160,0
24687,0
37035,0
29166,1
24625,0
36491,1
4315,0
28353,0
7902,0
20562,0
36326,0
33956,0
8369,0
17330,0
21826,0
26576,0
14428,0
8587,0
208,0
33147,0
31173,0
25101,0
22127,0
11676,0
23867,0
11602,0
38823,1
20751,0
7717,1
6981,0
8009,0
19298,0
16416,0
10507,0
23552,0
14094,0
26857,0
34251,0
17906,0
21519,0
10486,0
35769,0
20840,0
10423,0
4942,0
5966,0
24403,0
842,0
23221,0
8526,0
35384,0
25272,0
25724,1
37030,0
26547,0
1394,0
18531,0
15042,0
21769,0
596,0
16585,0
22774,0
26788,0
21785,0
14426,0
9891,0
34636,0
10485,0
38289,1
30962,0
40352,1
21849,0
38491,1
7637,0
17336,0
23926,0
9486,0
33304,0
24831,0
6472,0
23606,0
21201,0
1476,0
34068,0
33060,1
18870,0
20030,0
15851,0
25896,0
7796,0
35684,1
13978,1
31455,0
1740,0
38695,1
17576,0
20022,0
88,1
30917,0
36156,0
3080,0
25865,0
23545,0
18803,0
16279,0
22393,0
22165,0
31683,0
36957,0
18609,0
39010,1
13410,0
5621,0
5563,0
22600,0
29081,0
12688,0
38872,0
34107,0
3081,0
3527,0
25965,0
34955,0
37645,1
10497,0
34720,0
39194,1
9803,0
30854,0
18380,0
24009,1
27608,0
17800,0
21890,0
41184,0
21781,0
13831,0
32128,0
41110,1
38056,0
10846,0
16683,1
40157,1
10259,0
25932,0
40361,0
21244,0
15587,0
34933,0
2558,0
37000,0
30637,0
7002,0
38336,0
11103,0
19230,0
22996,0
26763,0
38962,1
9435,0
4943,0
28790,0
34066,0
26206,0
11499,0
38090,0
21184,0
7453,0
16549,0
3669,0
27040,0
27447,0
27347,0
10868,0
33443,0
39868,1
31954,0
5252,0
27387,0
34658,0
5279,0
18061,0
16738,0
35318,0
20489,0
7230,0
13829,0
14703,0
11951,0
16113,0
37237,0
9055,0
7927,0
13323,0
10651,0
39986,0
25318,0
14925,0
27729,1
19682,0
32039,0
4688,0
2564,0
9529,0
4185,0
15295,0
36162,0
6292,0
4568,0
18441,0
18188,0
38783,0
6633,0
41145,1
28925,0
2673,0
8960,0
9719,0
18917,0
17787,0
29164,0
30763,0
5327,0
31163,1
14121,0
8851,0
32893,0
39932,0
26331,0
8025,0
29652,0
26435,0
15145,0
4479,1
33768,0
35383,0
37705,0
3788,0
9606,0
27545,0
30796,0
33015,0
29832,0
12336,0
40149,1
16368,0
16421,0
9635,0
36943,1
6670,0
1911,0
10954,0
14247,0
27163,0
5933,0
39539,1
23251,1
17243,0
28137,0
20994,0
31460,0
6222,0
31195,0
22652,0
26489,0
27596,0
29509,0
4322,0
12553,0
5059,0
19493,0
25655,0
24042,1
24408,0
5648,0
6294,0
31567,0
29338,0
8911,0
19673,0
2829,0
38273,0
36559,0
22015,0
26302,0
32648,0
26099,0
35241,0
20501,0
24303,0
24985,1
20073,0
2927,0
2833,0
35872,0
23768,0
13168,0
39164,1
21529,0
8352,0
1731,0
9063,0
1171,0
3680,0
31644,0
13586,0
33781,0
31563,0
3314,0
14245,0
28427,0
28696,1
41157,0
33437,0
28512,0
5970,0
6748,0
21133,1
28034,0
236,0
20828,0
40483,1
35489,0
34245,0
13181,0
31131,0
36447,0
2363,0
28150,0
12298,0
36705,1
8285,0
15517,0
19552,0
19769,0
17260,0
30516,1
30269,0
29065,0
7652,1
34368,0
1761,0
24357,0
12243,0
30879,0
29452,1
7953,0
20796,0
7245,0
32315,0
9621,0
316,0
26267,0
8842,0
12637,0
23216,0
2481,0
18473,0
33980,0
12232,0
23497,0
34175,0
22293,0
1640,0
2677,0
775,0
39458,0
4798,0
38335,0
18770,0
11050,0
12888,0
10757,0
14935,0
14442,0
33191,1
16210,0
28994,0
21269,0
3712,0
31935,0
18662,0
33799,1
39169,1
7498,0
26826,0
3143,0
11765,0
36828,0
6624,0
20254,0
16307,0
29559,0
15754,0
13072,0
32391,0
39328,1
8363,0
16477,0
30928,0
2975,0
38159,0
33088,0
36868,0
9710,0
6774,0
33791,0
26925,0
449,0
7116,0
39224,1
6026,0
26625,0
25306,0
9380,0
39555,1
13668,0
12891,0
2188,0
3213,0
38929,1
29310,0
22848,0
11048,0
9143,0
24514,0
10636,0
10400,0
29775,0
34986,0
37767,0
22635,0
12023,1
18693,0
22985,0
6984,0
24455,0
3485,0
11876,0
3043,0
9783,0
23665,0
34234,0
12616,0
30846,0
30497,1
26329,0
13792,1
24788,1
2698,0
18361,0
17042,0
23997,0
14831,0
4565,0
3755,0
33838,0
31381,0
8287,0
13833,0
31589,0
38868,0
17020,0
8651,0
21522,0
21798,0
55,0
39542,1
38908,0
1774,0
21289,0
35275,0
19993,0
9101,1
15902,0
1058,0
25959,0
38958,1
10926,0
10578,0
9515,0
20769,0
15591,0
35876,0
12792,0
15460,0
8999,0
10694,0
32293,0
14382,1
41053,0
1773,0
28898,0
24872,0
14892,1
20469,0
24590,0
3752,0
25183,0
39167,1
14897,0
40488,0
15721,0
4844,0
38513,0
29218,1
40573,1
20787,0
4003,0
11532,1
23934,0
24084,0
17264,1
3947,0
8783,0
35487,0
30080,0
32176,0
14724,0
19274,0
33322,0
21954,0
40200,1
2009,0
31591,0
17310,0
9209,0
39953,1
30238,1
8117,0
7730,0
31223,0
30635,1
5554,0
34071,0
32831,0
29032,0
9144,0
26767,1
34513,0
9549,0
34839,0
35469,0
25678,0
23675,0
8786,0
14237,0
15094,1
4156,0
27342,0
29057,0
38096,1
31864,0
31669,0
34426,0
39326,0
40901,1
9094,0
23535,0
31142,0
22913,0
12877,0
31021,0
7890,0
9079,0
28571,0
20849,0
11053,0
29379,0
2374,0
15897,0
26634,1
24905,0
6470,0
17121,0
6332,0
983,0
2391,0
22785,0
2450,0
15416,0
28764,0
26463,0
26217,0
7974,0
25196,0
29053,0
23272,0
8012,0
25094,0
11121,0
1278,0
10955,0
21643,0
28081,0
4577,0
25331,0
38683,0
38329,0
3676,0
38470,0
13712,0
28977,0
28014,0
25689,0
24456,0
17306,0
30987,0
15628,0
31731,0
35626,0
10268,0
37154,1
20917,0
7993,0
21363,0
22548,0
18375,0
7524,0
34711,0
32837,0
2962,0
26070,0
18586,0
24852,0
33103,0
10858,0
40611,0
12034,0
29834,0
23242,0
19816,0
4957,0
21663,0
27259,0
38524,0
540,0
14980,0
27723,1
18106,0
8530,0
30857,0
25983,0
30848,0
29614,0
14849,1
9839,0
22975,0
3494,0
40205,0
6944,0
26817,0
5430,0
23199,0
8546,0
15132,0
19812,0
4602,0
7247,0
14157,0
2944,0
16078,1
26415,0
31030,0
24936,0
4628,0
37246,0
9274,0
21091,0
29739,1
36380,0
8590,0
2148,0
899,0
28184,0
7554,0
14524,0
11361,0
39500,1
15540,0
16184,0
1492,0
21922,0
34911,0
24955,0
29112,0
15311,0
33009,0
8627,0
6877,0
35850,0
32439,0
7173,0
16854,0
35992,0
38018,1
38808,1
3961,0
23285,0
11131,0
28649,0
31722,0
35400,0
33780,1
32628,0
30719,0
38954,0
27184,0
21900,0
13458,0
22036,0
497,0
4732,0
22332,0
15970,0
23409,0
9546,0
3284,0
32502,0
40462,0
19513,0
7885,0
25677,0
39502,0
37025,0
15400,0
40981,1
29093,0
28049,0
15215,1
12376,0
9460,0
35070,0
39305,1
24966,0
11387,0
7098,0
15106,0
1661,0
26730,0
7858,0
29460,0
26712,0
39714,1
26083,0
15206,0
12536,0
19429,0
29687,0
40270,0
32038,0
18497,0
35066,0
35338,0
34881,0
38356,1
15334,0
3687,0
24632,0
14830,0
4658,0
16381,0
2225,0
21076,0
40415,0
24373,0
30156,0
8664,0
7301,0
23061,0
450,0
31560,0
11267,0
6056,0
22803,0
29200,0
29638,0
21365,0
34235,0
12534,0
38941,0
9339,0
1308,0
2332,0
31314,0
30114,0
35561,0
192,0
34176,0
3538,0
8044,0
17013,0
36796,1
13594,0
12040,0
10000,0
36188,0
37601,0
40266,1
4233,0
16939,0
6202,0
12696,0
2445,0
10369,0
15444,0
11478,0
10138,0
36288,0
19090,0
12069,0
16603,1
8433,0
21653,0
24912,0
421,0
4041,0
40394,1
35285,0
34090,0
3010,0
4494,0
2018,0
30698,0
28345,0
11742,0
767,0
13346,0
36736,0
29464,0
15286,0
31692,0
35536,0
25154,0
26568,0
9158,0
15708,0
15779,0
37316,0
33448,0
33408,0
1410,0
25427,0
14629,0
13082,0
10629,0
17149,0
9892,0
16168,0
23241,0
11847,0
9332,0
11042,0
4298,0
28911,0
5446,0
31319,0
19962,0
26020,0
20887,0
27593,0
10829,0
956,0
27643,0
23495,0
24755,0
39884,0
34252,0
23119,0
21137,0
3701,0
36817,0
34937,0
30262,0
19666,0
6941,0
21774,0
37912,0
37397,1
6667,0
39079,1
23262,0
14789,1
37815,0
18014,0
3842,0
2416,0
17501,0
1227,0
38989,1
24700,0
33789,1
2855,0
670,0
39624,0
32930,0
5425,0
30951,0
25231,0
39897,0
30174,1
36477,0
13155,0
9096,0
24958,0
14680,0
28959,0
40073,1
883,0
3330,0
24666,0
12166,0
25777,0
29656,0
18417,0
10019,0
24323,0
34220,0
17038,0
17525,0
9151,0
16234,0
521,0
24419,0
25558,0
20968,0
26718,0
5176,0
34544,0
35475,0
319,0
33677,0
29784,0
32376,0
29676,1
29254,0
29048,0
35587,0
38330,1
22667,0
2072,0
37220,1
25647,0
3588,0
18908,0
32356,0
582,0
11510,0
14876,0
11736,0
1623,0
33268,0
31917,0
12141,0
23391,0
17709,0
25915,0
26693,0
24602,0
13163,0
31476,0
39198,1
34273,0
17402,0
3462,0
28671,0
37724,0
21642,0
5007,1
38763,0
16152,0
28729,0
7909,0
28520,1
10156,0
26406,0
40493,1
35750,0
7643,0
29794,0
31345,0
15704,0
19598,0
5531,0
20117,0
30765,0
36271,1
20274,0
7828,0
23256,0
31137,0
36812,0
14064,0
5275,0
4324,0
10415,0
2127,0
2002,1
23489,0
16173,0
21299,0
7488,0
3965,0
1409,0
14303,0
35050,0
39077,0
11953,0
13704,0
28840,0
31975,0
32713,0
24963,0
30024,0
5805,0
3169,0
5998,1
26385,0
9587,0
17952,0
37062,0
38459,0
23099,0
39107,0
34890,0
16111,0
23673,0
18918,0
26748,0
4273,0
19448,0
28,0
15765,0
39028,1
6396,0
30260,1
12795,0
14326,0
15575,0
29615,0
665,0
19589,0
39159,1
8314,0
27809,0
16497,0
1521,0
31579,0
4178,0
30072,0
20611,0
32747,0
29439,0
28736,0
2397,0
39015,0
6244,0
12649,0
13188,0
29988,1
12261,0
38979,0
11379,0
2704,0
12093,0
11392,0
9814,0
19680,0
28628,1
11855,0
8814,0
13691,0
32796,0
25664,0
31447,0
3193,0
14813,0
17644,0
1807,0
8868,0
5716,0
36543,0
7310,0
16324,0
35015,0
5413,0
7785,0
11660,0
11476,0
35474,0
28130,0
39390,1
32199,0
30817,0
3839,0
13532,0
5607,0
16703,0
10074,0
34204,1
13759,0
6064,0
25126,0
16203,0
39620,0
19150,0
28839,1
27865,0
32621,0
17186,0
4702,0
37616,0
6837,0
25230,0
7197,0
10316,0
38311,0
40956,0
106,0
30454,1
9220,0
39880,1
14232,0
3666,0
5959,0
569,0
21063,0
9437,0
19601,0
6761,0
32432,0
16441,0
3288,0
16009,0
21029,0
8630,0
17123,0
26152,0
776,0
27521,0
1024,0
8733,0
16903,0
37718,0
7495,0
916,0
34356,0
26042,0
8087,0
12474,0
22978,0
27286,0
1218,0
30822,0
28033,0
38651,1
39768,0
13193,0
12928,0
9684,0
24486,0
28771,0
9686,0
36549,0
13352,0
22511,0
9954,0
30640,0
34569,0
37940,0
8570,0
35608,0
39765,0
19296,0
22623,0
734,0
2320,0
1271,0
16379,0
15784,0
4196,0
35320,0
1182,0
15694,0
39470,0
11212,0
21278,0
1419,0
9929,0
8647,0
9675,0
34819,0
29040,0
12291,0
1601,0
25757,0
4852,0
40578,0
32671,0
33190,0
18464,0
31716,0
17212,0
29825,0
40646,0
10764,0
13369,0
3156,0
34912,0
23781,0
18709,0
5061,0
32460,0
14956,0
26024,0
12136,0
28658,0
26790,0
9742,0
36529,0
5185,0
13116,0
9127,0
6777,0
23511,0
24199,0
37774,0
25037,0
13976,0
25333,0
28471,1
13044,0
674,0
33634,0
1532,0
8018,0
26714,0
22123,0
40971,0
4292,0
39504,1
37219,1
36364,1
16273,1
30169,0
10126,0
6284,0
4790,0
25909,0
1522,0
23919,0
8420,0
10830,0
12624,0
35516,0
36178,0
37820,0
33659,0
1392,0
19012,0
31066,0
29465,1
1384,0
34596,1
25002,0
9987,0
1275,0
29044,0
203,0
19727,0
10079,0
18349,0
9279,0
36293,0
25049,0
33657,0
37664,1
37864,0
6865,0
35350,0
16455,0
10837,0
29203,0
35036,1
34495,0
23302,0
36092,1
23243,0
37442,0
9668,0
10017,0
16240,0
34969,0
3833,0
11944,0
27656,0
29590,0
36295,0
29136,0
11889,0
6444,0
10869,0
4282,0
2387,0
23846,0
19571,0
25249,0
12493,0
40617,1
33004,0
14310,0
14244,0
23899,0
23108,0
28873,1
33308,0
35722,1
17150,0
33785,0
33591,0
11776,0
17717,0
7291,0
13764,0
12911,0
258,0
16342,0
6728,0
36811,1
21178,0
20915,0
41045,0
2283,0
5547,0
18755,0
35766,0
29737,0
13025,0
9854,0
1149,0
37914,1
13588,0
8005,0
41070,0
28611,0
39994,0
22322,0
22543,0
5249,0
262,0
30116,0
40165,1
10228,0
17080,0
8152,0
11468,0
34830,0
16757,0
6943,0
28425,0
36080,0
7905,0
29755,0
14584,0
38662,0
20966,0
23171,0
17630,0
25776,0
8738,0
28742,0
32474,0
25307,0
10052,0
18805,0
24916,0
40429,0
26180,0
18652,0
18962,0
25694,0
10619,0
33527,0
38437,1
21468,0
11996,0
7866,0
19074,0
6006,0
9300,0
37564,0
2987,0
31306,0
31585,0
4251,0
7593,0
16951,0
30510,0
11446,0
5434,0
38912,1
28798,0
12181,0
10216,0
13811,0
35250,0
22172,0
36541,1
21391,0
21446,0
36377,0
4375,0
25267,0
24037,1
11690,1
9301,0
2372,0
40438,0
22570,0
37728,0
38497,0
39276,0
237,0
5858,0
31187,0
13315,0
26447,0
39674,1
8833,0
1279,0
40400,1
6922,0
33357,0
1013,0
38000,1
5271,0
24583,1
30538,0
20352,0
11363,0
28704,0
13255,0
4593,0
34655,0
15604,0
1647,0
27211,0
36064,0
34109,0
21974,0
31992,0
32780,0
24217,0
24501,0
18660,0
7167,0
9825,0
2520,0
15287,0
16399,0
40808,0
11381,0
24903,0
30379,0
238,0
25606,0
25675,0
13581,0
9119,0
29740,0
19856,0
19590,0
13199,0
14731,0
23982,0
29635,0
25069,0
29207,0
39473,0
29244,0
14663,0
40040,0
40263,1
30984,0
20832,0
38049,0
17972,0
17000,0
8873,0
18995,0
14119,0
11060,0
10287,0
3737,0
18788,0
33294,1
31687,0
36032,0
7947,0
37238,0
13334,0
19045,0
28531,0
29558,0
26195,0
3355,0
41136,0
16493,0
23507,0
698,0
29468,0
26394,1
25946,0
24838,0
26986,0
13002,0
5857,0
39696,1
17203,0
12991,0
6645,0
35924,1
5130,0
17700,0
1496,0
36230,0
2946,0
37079,0
13605,0
28023,0
38843,1
25039,0
15485,1
3550,0
27874,1
15670,0
11378,0
9356,0
25950,0
36266,0
7792,0
33931,0
3440,0
19802,0
18335,0
34490,0
21863,0
14061,0
12419,0
5171,0
22882,0
5170,0
16226,0
10876,0
1399,0
39480,0
33048,0
17555,0
40420,1
19148,0
31251,0
37169,1
13977,1
18804,0
9619,0
24336,0
19039,1
3128,0
21395,0
31973,0
5797,0
2243,0
2384,0
17839,0
26236,0
35356,0
23667,0
14346,0
15426,0
27297,0
37448,0
25954,0
18364,0
38033,1
21985,0
29103,0
3815,0
3903,0
37504,0
39037,0
8010,0
18232,0
11251,0
30882,0
11269,0
11318,0
14371,0
14333,0
24864,0
35406,0
11978,0
25065,0
2580,0
25812,0
39741,1
31415,0
4515,0
37796,0
18386,1
39403,1
20664,1
11295,0
4413,0
17505,0
32763,0
17868,0
21461,0
35863,0
10987,0
29140,0
25319,0
12505,0
18576,0
34192,0
39774,1
2753,0
22663,0
12366,0
28394,0
29756,0
3077,0
5553,0
28419,0
18826,0
29870,0
34714,0
18841,0
40610,1
33739,0
28950,0
39297,0
20185,0
29537,0
33054,0
21877,0
38792,0
39463,1
16096,0
20157,0
34381,0
30096,1
26598,0
18377,0
9865,0
6515,0
37587,0
39256,1
39341,1
39556,1
17772,0
601,0
10544,1
6043,0
25936,0
10674,0
32225,0
14106,0
7599,0
32916,0
21515,0
7786,0
12267,0
14252,0
820,1
17365,1
28008,1
16347,0
5594,0
10297,1
13974,0
34040,1
34230,0
30568,1
38424,0
29938,0
12103,0
34577,0
15979,0
13832,0
14838,0
925,0
24024,1
39914,1
9298,0
8505,0
40085,1
38355,1
5054,0
21507,0
18462,0
30535,1
9638,0
23465,0
28743,1
8034,0
32111,0
23845,0
14393,0
20546,0
40975,1
20837,0
22796,0
12437,0
37717,0
9468,0
18164,0
4410,0
8806,0
10214,0
12476,0
38372,0
11495,0
8333,0
4937,0
38716,1
20729,0
11504,0
7950,0
26679,0
39608,0
18667,0
5149,0
8523,0
30102,0
36773,0
20864,0
25261,0
10285,0
31235,0
36014,0
8359,0
4673,0
11956,0
16224,0
35821,0
19665,0
1625,0
23912,0
34079,0
12926,0
33298,0
28815,0
29973,0
5602,0
26023,0
10517,0
14005,0
29309,0
23589,0
26993,0
13207,0
39084,1
23820,0
16756,0
36788,1
21911,0
19405,0
32429,0
7226,0
30629,0
30118,1
29267,0
37484,0
23791,0
28396,0
5035,0
2434,0
23655,0
14642,0
31111,0
16827,0
18120,0
8180,1
8794,0
24873,0
20404,0
15251,0
7673,0
20485,0
5838,0
25416,0
13699,0
28224,0
5427,0
24121,1
8906,1
23993,0
24262,0
32126,0
33108,0
37360,1
14641,0
27085,1
24617,0
19829,0
4549,0
37770,1
33859,0
35497,1
29703,0
40134,1
4433,0
2918,0
563,0
15533,1
18062,0
33134,0
37878,1
20987,0
35317,0
39560,0
12054,0
16391,1
38698,1
35311,0
158,0
15053,0
21943,0
14372,0
25781,0
33188,0
11540,0
22326,0
36094,0
23115,0
38710,1
4806,0
20998,0
900,0
40290,0
14091,0
40098,1
9869,0
16143,0
5383,0
17654,0
27763,1
15270,0
25767,0
7257,0
29747,1
3747,0
18648,0
10792,0
20224,0
10419,0
30457,0
6730,0
30082,1
27222,0
23267,1
38918,0
24338,0
31725,0
13083,0
1462,0
129,1
26661,0
19890,0
31002,0
30353,0
22823,0
18800,0
35009,0
22098,0
14781,0
11441,0
19996,0
16855,0
15283,0
35705,0
28225,0
4048,0
17323,0
16770,0
36648,0
23971,0
28072,0
6293,0
29901,0
12314,0
24213,1
25480,0
27483,0
37346,0
15036,0
18526,0
28126,0
24204,0
37107,0
11691,0
38109,1
12717,0
5821,0
31357,0
18494,0
35732,0
20212,0
39196,1
12543,0
8885,0
32548,0
28518,0
20480,0
41143,0
18674,0
21458,0
28891,0
18200,0
33390,0
19051,0
34809,0
2168,0
27870,1
33092,0
15267,0
37809,0
